location,campus,date,day_of_week,meal_period,category,item
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PUB SIDES,SLICED PEPPERJACK CHEESE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PUB SIDES,SLICED PROVOLONE CHEESE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PUB SIDES,SLICED TOMATOES
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PUB SIDES,YELLOW AMERICAN CHEESE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,ASIAN INSPIRED CUISINE,BAKED BROWN RICE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,ASIAN INSPIRED CUISINE,MONGOLIAN SIDES
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,ASIAN INSPIRED CUISINE,STIR FRY NOODLES & VEGGIES
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,ASIAN INSPIRED CUISINE,THAI SHRIMP RED COCONUT CURRY
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,ASIAN INSPIRED CUISINE,VEGETABLE FRIED RICE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,ALFREDO PESTO SAUCE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,BAKED MACARONI AND CHEESE
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,CHEESE PIZZA
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,PENNE  PASTA
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,PIZZA TURKEY PEPPERONI
Livingston Dining Commons,Livingston,2025-10-05,Sunday,Dinner,PIZZA & PASTA,PLAIN TOMATO SAUCE
