location,campus,date,day_of_week,meal_period,category,item
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,WHITE CANNELLINI BEAN
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,KIDNEY BEANS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,CHICKPEAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,SEASONED BLACK BEANS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,SHREDDED CHEDDAR  CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,CRUMBLED FETA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,KALAMATA OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,WHOLE BLACK PITTED OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,RIPE SLICED OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,PICKLE CHIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,PEPPERONCINI PEPPERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,MARINATED ARTICHOKE HEARTS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD BAR,WASABI PEAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,BALSAMIC VINEGAR
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,CAESAR DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,GOLDEN ITALIAN DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,RANCH DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,RASPBERRY VINAGRETTE DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,BALSAMIC VINAIGRETTE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SALAD DRESSINGS,BLUE CHEESE DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,GRANNY SMITH APPLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,RED DELICIOUS APPLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,BANANAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,WHOLE ORANGES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,RED GRAPEFRUIT
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,STRAWBERRIES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,GREEN SEEDLESS GRAPES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,RED SEEDLESS  GRAPES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,WATERMELON
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,CUT HONEYDEW MELON
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,CUT PINEAPPLE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,FRESH FRUIT,CUT CANTELOUPE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,ENGLISH MUFFIN
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,PANINI BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,PITA BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,SLICED PUMPERNICKEL BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,SLICED RYE BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,SLICED WHOLE WHEAT BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,SLICED WHITE BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,VARIETY WRAPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,BREADS,MEDIUM KAISER ROLL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,CINNAMON RAISIN BAGELS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,EGG BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,EVERYTHING BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,GARLIC BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,JALAPENO BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,ONION BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,PLAIN BAGELS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,POPPY BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,SALT BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,SESAME BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,SUNDRIED TOMATO BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BAGEL NUTRITION,WHOLE WHEAT BAGEL
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,PLAIN GREEK CHOBANI YOGURT
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,STRAWBERRY YOGURT
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,VANILLA YOGURT
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,COTTAGE CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,GRANOLA OATS & HONEY
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,CRAISINS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,RAISINS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,PUMPKIN SEEDS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,YOGURT BAR,SUNFLOWER SEEDS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,GRANNY SMITH APPLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,RED DELICIOUS APPLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,BANANAS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,WHOLE ORANGES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,RED GRAPEFRUIT
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,STRAWBERRIES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,GREEN SEEDLESS GRAPES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,RED SEEDLESS  GRAPES
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,WATERMELON
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,CUT HONEYDEW MELON
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,CUT PINEAPPLE
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,FRESH FRUIT,CUT CANTELOUPE
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,ENGLISH MUFFIN
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,PANINI BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,PITA BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,SLICED PUMPERNICKEL BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,SLICED RYE BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,SLICED WHOLE WHEAT BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,SLICED WHITE BREAD
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,VARIETY WRAPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Breakfast,BREADS,MEDIUM KAISER ROLL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BREAKFAST ENTREES,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,BAGELS,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,SOUPS,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,DELI BAR ENTREE,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,ENTREES,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,COOK TO ORDER BAR,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PIZZA & PASTA,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,VEGETARIAN,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,BABY SPINACH
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,BROCCOLI
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,CANOLA OIL
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,DICED TOFU
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,PESTO
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,RED ONION
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,SHRIMP
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-05,Sunday,Lunch,PASTA STATION,WHOLE WHEAT PENNE
